Location,State,County,Diversity-Index
"Catawba County, NC", NC,Catawba County,0.386788
"Garvin County, OK", OK,Garvin County,0.386772
"Morgan County, AL", AL,Morgan County,0.386647
"Leon County, TX", TX,Leon County,0.386204
"Iredell County, NC", NC,Iredell County,0.386177
"Lyon County, NV", NV,Lyon County,0.386012
"Erie County, NY", NY,Erie County,0.385703
"Watonwan County, MN", MN,Watonwan County,0.385675
"New Hanover County, NC", NC,New Hanover County,0.385173
"Coahoma County, MS", MS,Coahoma County,0.384641
"Cass County, TX", TX,Cass County,0.383902
"Creek County, OK", OK,Creek County,0.38379
"Colonial Heights city, VA", VA,Colonial Heights city,0.383305
"Palo Pinto County, TX", TX,Palo Pinto County,0.383081
"Grayson County, TX", TX,Grayson County,0.382844
"Kenosha County, WI", WI,Kenosha County,0.382821
"Lafourche Parish, LA", LA,Lafourche Parish,0.38278
"Chouteau County, MT", MT,Chouteau County,0.382516
"Mason County, TX", TX,Mason County,0.382424
"Tipton County, TN", TN,Tipton County,0.381897
"McKinley County, NM", NM,McKinley County,0.381879
"Muskegon County, MI", MI,Muskegon County,0.381813
"Coke County, TX", TX,Coke County,0.381524
"Horry County, SC", SC,Horry County,0.381018
"Erath County, TX", TX,Erath County,0.380883
"Riley County, KS", KS,Riley County,0.380696
"Moore County, NC", NC,Moore County,0.380285
"Logan County, OK", OK,Logan County,0.380116
"Montgomery County, PA", PA,Montgomery County,0.380006
"Garfield County, OK", OK,Garfield County,0.379919
"Payne County, OK", OK,Payne County,0.379474
"Kitsap County, WA", WA,Kitsap County,0.379431
"Cotton County, OK", OK,Cotton County,0.379354
"Walton County, GA", GA,Walton County,0.379201
"Albemarle County, VA", VA,Albemarle County,0.379061
"Calhoun County, FL", FL,Calhoun County,0.379056
"Forsyth County, GA", GA,Forsyth County,0.378991
"Grant Parish, LA", LA,Grant Parish,0.378466
"Caroline County, MD", MD,Caroline County,0.377305
"Mahoning County, OH", OH,Mahoning County,0.377204
"Kit Carson County, CO", CO,Kit Carson County,0.376986
"Broomfield County, CO", CO,Broomfield County,0.375931
"Canadian County, OK", OK,Canadian County,0.374837
"Limestone County, AL", AL,Limestone County,0.374819
"Cooke County, TX", TX,Cooke County,0.374545
"Tippah County, MS", MS,Tippah County,0.374404
"Cimarron County, OK", OK,Cimarron County,0.374213
"Cass County, IL", IL,Cass County,0.374173
"Nye County, NV", NV,Nye County,0.374067
"Washington County, FL", FL,Washington County,0.37352
"McKenzie County, ND", ND,McKenzie County,0.373199
"Siskiyou County, CA", CA,Siskiyou County,0.373131
"Logan County, CO", CO,Logan County,0.373074
"Galax city, VA", VA,Galax city,0.373039
"Rolette County, ND", ND,Rolette County,0.372384
"Modoc County, CA", CA,Modoc County,0.372207
"Bedford County, TN", TN,Bedford County,0.372174
"Appomattox County, VA", VA,Appomattox County,0.371659
"Bay County, FL", FL,Bay County,0.371522
"Harford County, MD", MD,Harford County,0.371149
"Goochland County, VA", VA,Goochland County,0.371117
"Macon County, IL", IL,Macon County,0.37081
"Pontotoc County, MS", MS,Pontotoc County,0.370784
"Montrose County, CO", CO,Montrose County,0.370753
"Weber County, UT", UT,Weber County,0.369438
"Waynesboro city, VA", VA,Waynesboro city,0.369373
"Pawnee County, OK", OK,Pawnee County,0.369299
"Somervell County, TX", TX,Somervell County,0.368242
"Onondaga County, NY", NY,Onondaga County,0.368073
"DeKalb County, IL", IL,DeKalb County,0.367977
"Stone County, MS", MS,Stone County,0.367921
"Pasco County, FL", FL,Pasco County,0.36786
"San Miguel County, NM", NM,San Miguel County,0.367848
"Harris County, GA", GA,Harris County,0.367701
"Sawyer County, WI", WI,Sawyer County,0.367073
"Petersburg city, VA", VA,Petersburg city,0.366982
"Kingfisher County, OK", OK,Kingfisher County,0.366411
"Blanco County, TX", TX,Blanco County,0.366097
"Tompkins County, NY", NY,Tompkins County,0.365934
"Nantucket County, MA", MA,Nantucket County,0.365845
"Louisa County, VA", VA,Louisa County,0.365537
"Norfolk County, MA", MA,Norfolk County,0.364996
"Jackson County, AR", AR,Jackson County,0.364975
"Archuleta County, CO", CO,Archuleta County,0.364597
"Anderson County, SC", SC,Anderson County,0.36453
"Gibson County, TN", TN,Gibson County,0.364387
"Tippecanoe County, IN", IN,Tippecanoe County,0.364027
"Frio County, TX", TX,Frio County,0.363501
"Gillespie County, TX", TX,Gillespie County,0.363
"Phillips County, CO", CO,Phillips County,0.362141
"Coleman County, TX", TX,Coleman County,0.361963
"Yuma County, CO", CO,Yuma County,0.361809
"Middlesex County, VA", VA,Middlesex County,0.361586
"Yamhill County, OR", OR,Yamhill County,0.361561
"Kalamazoo County, MI", MI,Kalamazoo County,0.361184
"Talbot County, MD", MD,Talbot County,0.360954
"Shelby County, AL", AL,Shelby County,0.360905
"Franklin County, FL", FL,Franklin County,0.360868
"Boulder County, CO", CO,Boulder County,0.360671
"Mohave County, AZ", AZ,Mohave County,0.359677
"Habersham County, GA", GA,Habersham County,0.359584
"Trinity County, TX", TX,Trinity County,0.359469
"Kent County, MD", MD,Kent County,0.358706
"Vermilion Parish, LA", LA,Vermilion Parish,0.358659
"Craighead County, AR", AR,Craighead County,0.358512
"Perry County, MS", MS,Perry County,0.358358
"Etowah County, AL", AL,Etowah County,0.35812
"Bartow County, GA", GA,Bartow County,0.357673
"Carbon County, WY", WY,Carbon County,0.357664
"Stonewall County, TX", TX,Stonewall County,0.357273
"Blaine County, ID", ID,Blaine County,0.356945
"Laramie County, WY", WY,Laramie County,0.356937
"Jack County, TX", TX,Jack County,0.35684
"Summit County, OH", OH,Summit County,0.355959
"Acadia Parish, LA", LA,Acadia Parish,0.355956
"Northampton County, PA", PA,Northampton County,0.355754
"El Dorado County, CA", CA,El Dorado County,0.355694
"Webster County, MS", MS,Webster County,0.355644
"McDonald County, MO", MO,McDonald County,0.355383
"Jefferson Davis Parish, LA", LA,Jefferson Davis Parish,0.355321
"Calhoun County, MI", MI,Calhoun County,0.355249
"Martin County, FL", FL,Martin County,0.355081
"Fluvanna County, VA", VA,Fluvanna County,0.355058
"Oldham County, TX", TX,Oldham County,0.355049
"Luce County, MI", MI,Luce County,0.355
"Northwest Arctic Borough, AK", AK,Northwest Arctic Borough,0.354752
"Franklin County, AL", AL,Franklin County,0.354606
"Wakulla County, FL", FL,Wakulla County,0.354523
"Leavenworth County, KS", KS,Leavenworth County,0.354433
"Edwards County, KS", KS,Edwards County,0.353978
"Gordon County, GA", GA,Gordon County,0.353858
"Hudspeth County, TX", TX,Hudspeth County,0.353713
"Haines Borough, AK", AK,Haines Borough,0.35363
"Wise County, TX", TX,Wise County,0.35324
"Harper County, OK", OK,Harper County,0.352148
"Polk County, IA", IA,Polk County,0.352144
"Jefferson County, OK", OK,Jefferson County,0.352027
"Calvert County, MD", MD,Calvert County,0.351636
"Lincoln County, CO", CO,Lincoln County,0.351343
"Colbert County, AL", AL,Colbert County,0.351218
"Worcester County, MA", MA,Worcester County,0.351179
"Union County, MS", MS,Union County,0.351069
"Henderson County, TX", TX,Henderson County,0.350927
"Tyler County, TX", TX,Tyler County,0.35039
"Jefferson County, CO", CO,Jefferson County,0.350192
"McClain County, OK", OK,McClain County,0.350166
"Gilmer County, WV", WV,Gilmer County,0.349206
"Fannin County, TX", TX,Fannin County,0.349068
"Orange County, VA", VA,Orange County,0.348652
"Lorain County, OH", OH,Lorain County,0.348259
"Beauregard Parish, LA", LA,Beauregard Parish,0.348191
"Caldwell Parish, LA", LA,Caldwell Parish,0.347391
"Vermilion County, IL", IL,Vermilion County,0.347296
"Polk County, OR", OR,Polk County,0.347223
"St. Tammany Parish, LA", LA,St. Tammany Parish,0.347198
"Fremont County, CO", CO,Fremont County,0.346081
"Klamath County, OR", OR,Klamath County,0.345935
"La Plata County, CO", CO,La Plata County,0.345799
"Moody County, SD", SD,Moody County,0.344864
"Montgomery County, KS", KS,Montgomery County,0.344734
"Gloucester County, NJ", NJ,Gloucester County,0.344602
"Loving County, TX", TX,Loving County,0.344414
"Muscatine County, IA", IA,Muscatine County,0.343745
"Grays Harbor County, WA", WA,Grays Harbor County,0.343143
"Douglas County, KS", KS,Douglas County,0.34308
"Guadalupe County, NM", NM,Guadalupe County,0.342979
"Franklin County, TX", TX,Franklin County,0.34282
"King County, TX", TX,King County,0.342505
"Allegheny County, PA", PA,Allegheny County,0.342197
"Whatcom County, WA", WA,Whatcom County,0.342034
"Maury County, TN", TN,Maury County,0.34174
"Boone County, MO", MO,Boone County,0.341242
"Clark County, WA", WA,Clark County,0.340824
"McLean County, IL", IL,McLean County,0.34064
"Washington County, ID", ID,Washington County,0.340524
"Sweetwater County, WY", WY,Sweetwater County,0.340296
"Young County, TX", TX,Young County,0.340236
"Amador County, CA", CA,Amador County,0.340126
"Payette County, ID", ID,Payette County,0.340081
"New Kent County, VA", VA,New Kent County,0.33995
"Pennington County, SD", SD,Pennington County,0.339937
"Camden County, NC", NC,Camden County,0.33988
"Bosque County, TX", TX,Bosque County,0.339355
"Levy County, FL", FL,Levy County,0.339323
"Sullivan County, MO", MO,Sullivan County,0.339229
"Worcester County, MD", MD,Worcester County,0.339116
"Cherokee County, GA", GA,Cherokee County,0.338539
"Clay County, AL", AL,Clay County,0.337811
"Whitman County, WA", WA,Whitman County,0.337808
"Randolph County, NC", NC,Randolph County,0.337266
"Buffalo County, SD", SD,Buffalo County,0.337185
"Effingham County, GA", GA,Effingham County,0.335964
"Ulster County, NY", NY,Ulster County,0.335713
"West Carroll Parish, LA", LA,West Carroll Parish,0.3354
"Warren County, KY", KY,Warren County,0.334798
"Eastland County, TX", TX,Eastland County,0.334216
"Bandera County, TX", TX,Bandera County,0.334101
"Jim Wells County, TX", TX,Jim Wells County,0.33402
"LaPorte County, IN", IN,LaPorte County,0.333887
"Johnson County, KS", KS,Johnson County,0.333362
"Cowley County, KS", KS,Cowley County,0.332519
"Shelby County, KY", KY,Shelby County,0.332459
"Dakota County, MN", MN,Dakota County,0.332227
"Kent County, TX", TX,Kent County,0.332214
"Dane County, WI", WI,Dane County,0.332108
"Chilton County, AL", AL,Chilton County,0.332047
"Matanuska-Susitna Borough, AK", AK,Matanuska-Susitna Borough,0.331951
"Saline County, KS", KS,Saline County,0.331579
"Louisa County, IA", IA,Louisa County,0.331527
"Hernando County, FL", FL,Hernando County,0.331253
"Island County, WA", WA,Island County,0.331073
"Dyer County, TN", TN,Dyer County,0.33106
"Chester County, PA", PA,Chester County,0.330959
"Upshur County, TX", TX,Upshur County,0.328709
"Johnson County, NE", NE,Johnson County,0.328323
"Woodward County, OK", OK,Woodward County,0.327965
"Saline County, MO", MO,Saline County,0.327836
"Delta County, TX", TX,Delta County,0.327473
"DeKalb County, AL", AL,DeKalb County,0.327182
"Stephens County, OK", OK,Stephens County,0.327108
"Fauquier County, VA", VA,Fauquier County,0.326766
"New Madrid County, MO", MO,New Madrid County,0.326747
"Val Verde County, TX", TX,Val Verde County,0.326671
"Covington city, VA", VA,Covington city,0.326161
"Meade County, KS", KS,Meade County,0.325889
"Campbell County, VA", VA,Campbell County,0.325602
"Shasta County, CA", CA,Shasta County,0.32551
"Teton County, WY", WY,Teton County,0.32523
"Johnson County, IA", IA,Johnson County,0.324639
"Mills County, TX", TX,Mills County,0.32426
"Davidson County, NC", NC,Davidson County,0.323943
"Kenai Peninsula Borough, AK", AK,Kenai Peninsula Borough,0.32394
"Forest County, WI", WI,Forest County,0.323928
"Brunswick County, NC", NC,Brunswick County,0.323555
"Greene County, AL", AL,Greene County,0.323523
"Motley County, TX", TX,Motley County,0.323368
"Faulkner County, AR", AR,Faulkner County,0.322705
"Franklin County, NY", NY,Franklin County,0.32261
"Pondera County, MT", MT,Pondera County,0.322565
"Dunklin County, MO", MO,Dunklin County,0.32243
"El Paso County, TX", TX,El Paso County,0.322012
"Jackson County, NC", NC,Jackson County,0.32178
"Eureka County, NV", NV,Eureka County,0.321336
"Macomb County, MI", MI,Macomb County,0.320937
"Beadle County, SD", SD,Beadle County,0.320296
"Scott County, IA", IA,Scott County,0.320234
"Washington County, MD", MD,Washington County,0.320153
"Walworth County, SD", SD,Walworth County,0.319845
"Tuolumne County, CA", CA,Tuolumne County,0.319478
"Douglas County, NV", NV,Douglas County,0.318486
"Yavapai County, AZ", AZ,Yavapai County,0.318384
"Putnam County, NY", NY,Putnam County,0.318249
"Mariposa County, CA", CA,Mariposa County,0.318022
"Stanly County, NC", NC,Stanly County,0.317877
"Conway County, AR", AR,Conway County,0.317488
"Johnson County, AR", AR,Johnson County,0.317055
"Scott County, KS", KS,Scott County,0.317042
"Mora County, NM", NM,Mora County,0.317021
"Van Buren County, MI", MI,Van Buren County,0.316667
"Mason County, WA", WA,Mason County,0.316384
"Sangamon County, IL", IL,Sangamon County,0.316292
"Carroll County, AR", AR,Carroll County,0.315694
"Lexington city, VA", VA,Lexington city,0.315611
"Bethel Census Area, AK", AK,Bethel Census Area,0.315556
"Olmsted County, MN", MN,Olmsted County,0.315375
"Orange County, TX", TX,Orange County,0.315369
"Teton County, ID", ID,Teton County,0.315348
"Nelson County, VA", VA,Nelson County,0.314997
"Staunton city, VA", VA,Staunton city,0.314582
"Allen County, OH", OH,Allen County,0.314216
"Pike County, PA", PA,Pike County,0.313703
"Pearl River County, MS", MS,Pearl River County,0.313688
"Twin Falls County, ID", ID,Twin Falls County,0.313449
"Uintah County, UT", UT,Uintah County,0.313116
"Burke County, NC", NC,Burke County,0.313091
"Imperial County, CA", CA,Imperial County,0.311687
"Madison County, NE", NE,Madison County,0.311459
"Benton County, OR", OR,Benton County,0.311324
"San Juan County, CO", CO,San Juan County,0.310685
"Grady County, OK", OK,Grady County,0.310587
"Macon County, AL", AL,Macon County,0.309447
"Franklin County, KY", KY,Franklin County,0.308903
"Mower County, MN", MN,Mower County,0.308787
"Noble County, OK", OK,Noble County,0.308449
"Berrien County, GA", GA,Berrien County,0.307629
"Baker County, FL", FL,Baker County,0.307153
"Brown County, WI", WI,Brown County,0.307059
"Klickitat County, WA", WA,Klickitat County,0.30668
"Hamblen County, TN", TN,Hamblen County,0.306426
"Jefferson County, NY", NY,Jefferson County,0.305944
"Sioux County, ND", ND,Sioux County,0.305306
"Calaveras County, CA", CA,Calaveras County,0.305176
"Presidio County, TX", TX,Presidio County,0.304701
"Sarpy County, NE", NE,Sarpy County,0.304569
"Cole County, MO", MO,Cole County,0.304435
"Platte County, MO", MO,Platte County,0.304274
"Donley County, TX", TX,Donley County,0.304228
"Jackson County, OR", OR,Jackson County,0.304168
"Delta County, CO", CO,Delta County,0.303982
"Cass County, IN", IN,Cass County,0.303256
"Santa Rosa County, FL", FL,Santa Rosa County,0.302848
"Tripp County, SD", SD,Tripp County,0.302784
"Clay County, MO", MO,Clay County,0.302568
"Borden County, TX", TX,Borden County,0.301148
"Mesa County, CO", CO,Mesa County,0.301108
"Jackson County, GA", GA,Jackson County,0.30098
"Trinity County, CA", CA,Trinity County,0.300837
"Garland County, AR", AR,Garland County,0.300573
"Barton County, KS", KS,Barton County,0.300496
"McHenry County, IL", IL,McHenry County,0.300237
"Marshall County, AL", AL,Marshall County,0.300119
"Marshall County, SD", SD,Marshall County,0.299511
"Chattooga County, GA", GA,Chattooga County,0.299333
"Platte County, NE", NE,Platte County,0.299019
"Butler County, OH", OH,Butler County,0.298347
"Hot Spring County, AR", AR,Hot Spring County,0.298168
"Sedgwick County, CO", CO,Sedgwick County,0.298113
"Baldwin County, AL", AL,Baldwin County,0.297942
"Black Hawk County, IA", IA,Black Hawk County,0.297434
"Pacific County, WA", WA,Pacific County,0.2974
"Moffat County, CO", CO,Moffat County,0.297211
"Washakie County, WY", WY,Washakie County,0.296868
"Lancaster County, NE", NE,Lancaster County,0.296676
"Summit County, CO", CO,Summit County,0.29651
"Knox County, TN", TN,Knox County,0.295642
"Scott County, MN", MN,Scott County,0.295255
"Union County, KY", KY,Union County,0.29477
"Box Butte County, NE", NE,Box Butte County,0.294049
"Oceana County, MI", MI,Oceana County,0.293995
"Stephens County, GA", GA,Stephens County,0.29391
"Roberts County, TX", TX,Roberts County,0.293764
"Santa Cruz County, AZ", AZ,Santa Cruz County,0.293747
"Lincoln County, OK", OK,Lincoln County,0.292522
"Oneida County, NY", NY,Oneida County,0.292515
"Albany County, WY", WY,Albany County,0.2923
"Lane County, OR", OR,Lane County,0.29183
"La Salle Parish, LA", LA,La Salle Parish,0.291793
"Clackamas County, OR", OR,Clackamas County,0.291752
"Tama County, IA", IA,Tama County,0.291607
"Baylor County, TX", TX,Baylor County,0.291266
"Lincoln County, OR", OR,Lincoln County,0.291103
"Grand County, UT", UT,Grand County,0.290772
"Hughes County, SD", SD,Hughes County,0.290244
"Clallam County, WA", WA,Clallam County,0.289753
"Greeley County, KS", KS,Greeley County,0.28962
"Morrill County, NE", NE,Morrill County,0.289577
"Jefferson County, WV", WV,Jefferson County,0.289276
"Lancaster County, PA", PA,Lancaster County,0.289088
"Powhatan County, VA", VA,Powhatan County,0.288881
"Ashland County, WI", WI,Ashland County,0.288816
"Wood County, TX", TX,Wood County,0.288075
"Utah County, UT", UT,Utah County,0.287995
"Radford city, VA", VA,Radford city,0.287826
"Prentiss County, MS", MS,Prentiss County,0.287823
"Anoka County, MN", MN,Anoka County,0.287773
"Covington County, AL", AL,Covington County,0.287773
"Holmes County, MS", MS,Holmes County,0.287661
"Eaton County, MI", MI,Eaton County,0.28756
"Carbon County, UT", UT,Carbon County,0.287184
"Brown County, KS", KS,Brown County,0.286786
"Sheridan County, NE", NE,Sheridan County,0.28675
"Rock County, WI", WI,Rock County,0.28649
"Pierce County, GA", GA,Pierce County,0.286337
"Buncombe County, NC", NC,Buncombe County,0.285672
"Alcorn County, MS", MS,Alcorn County,0.285366
"Larimer County, CO", CO,Larimer County,0.284661
"Walton County, FL", FL,Walton County,0.284614
"Montgomery County, NY", NY,Montgomery County,0.284601
"McCracken County, KY", KY,McCracken County,0.284596
"Tooele County, UT", UT,Tooele County,0.28449
"Gray County, KS", KS,Gray County,0.284304
"Rutherford County, NC", NC,Rutherford County,0.284228
"Sarasota County, FL", FL,Sarasota County,0.284073
"Dewey County, OK", OK,Dewey County,0.283897
"Warren County, NJ", NJ,Warren County,0.283615
"Rio Blanco County, CO", CO,Rio Blanco County,0.283425
"Scott County, AR", AR,Scott County,0.282973
"Harvey County, KS", KS,Harvey County,0.282706
"Henderson County, NC", NC,Henderson County,0.281563
"Knox County, IL", IL,Knox County,0.281435
"Washita County, OK", OK,Washita County,0.281305
"Obion County, TN", TN,Obion County,0.281033
"Douglas County, CO", CO,Douglas County,0.280311
"Stephenson County, IL", IL,Stephenson County,0.280244
"Kandiyohi County, MN", MN,Kandiyohi County,0.280181
"Plymouth County, MA", MA,Plymouth County,0.2801
"Sumter County, FL", FL,Sumter County,0.280056
"Bonneville County, ID", ID,Bonneville County,0.280032
"Murray County, GA", GA,Murray County,0.279949
"Plumas County, CA", CA,Plumas County,0.279941
"Robertson County, TN", TN,Robertson County,0.279409
"Stafford County, KS", KS,Stafford County,0.279369
"St. Johns County, FL", FL,St. Johns County,0.278438
"Scott County, MO", MO,Scott County,0.278265
"Geneva County, AL", AL,Geneva County,0.278204
"Millard County, UT", UT,Millard County,0.278008
"Washington County, MN", MN,Washington County,0.277916
"Parker County, TX", TX,Parker County,0.277705
"Madison County, GA", GA,Madison County,0.277228
"Franklin County, GA", GA,Franklin County,0.276935
"Minnehaha County, SD", SD,Minnehaha County,0.276718
"Greene County, OH", OH,Greene County,0.276693
"Erie County, OH", OH,Erie County,0.276188
"Clark County, IN", IN,Clark County,0.275753
"Storey County, NV", NV,Storey County,0.275323
"Windham County, CT", CT,Windham County,0.275195
"Clinton County, IN", IN,Clinton County,0.274929
"Rice County, MN", MN,Rice County,0.274471
"Cass County, MN", MN,Cass County,0.274425
"Jackson County, KS", KS,Jackson County,0.27436
"Union County, PA", PA,Union County,0.274271
"Benewah County, ID", ID,Benewah County,0.274214
"Porter County, IN", IN,Porter County,0.274087
"Rensselaer County, NY", NY,Rensselaer County,0.272796
"Vanderburgh County, IN", IN,Vanderburgh County,0.272611
"Surry County, NC", NC,Surry County,0.272606
"Alger County, MI", MI,Alger County,0.272016
"Dunn County, ND", ND,Dunn County,0.271839
"Van Zandt County, TX", TX,Van Zandt County,0.271318
"Rice County, KS", KS,Rice County,0.271228
"Alfalfa County, OK", OK,Alfalfa County,0.271199
"Clark County, OH", OH,Clark County,0.271108
"Ottawa County, MI", MI,Ottawa County,0.270814
"Wasatch County, UT", UT,Wasatch County,0.270605
"Kittitas County, WA", WA,Kittitas County,0.27049
"Bartholomew County, IN", IN,Bartholomew County,0.270124
"Buchanan County, MO", MO,Buchanan County,0.270005
"Greene County, VA", VA,Greene County,0.269911
"Sherman County, KS", KS,Sherman County,0.269846
"Labette County, KS", KS,Labette County,0.269689
"Woods County, OK", OK,Woods County,0.269659
"Cache County, UT", UT,Cache County,0.269504
"Menominee County, WI", WI,Menominee County,0.269335
"Charlotte County, FL", FL,Charlotte County,0.269019
"Cowlitz County, WA", WA,Cowlitz County,0.268997
"Lewis County, WA", WA,Lewis County,0.26891
"Hanover County, VA", VA,Hanover County,0.268882
"Bourbon County, KY", KY,Bourbon County,0.268435
"Monroe County, IN", IN,Monroe County,0.267708
"Phillips County, MT", MT,Phillips County,0.267673
"Broome County, NY", NY,Broome County,0.267476
"DeKalb County, MO", MO,DeKalb County,0.267365
"Davie County, NC", NC,Davie County,0.267249
"Heard County, GA", GA,Heard County,0.267129
"Middlesex County, CT", CT,Middlesex County,0.267092
"Carroll County, TN", TN,Carroll County,0.266898
"Davis County, UT", UT,Davis County,0.266785
"Cleveland County, AR", AR,Cleveland County,0.266254
"Lauderdale County, AL", AL,Lauderdale County,0.266234
"Hamilton County, IN", IN,Hamilton County,0.266177
"Montgomery County, VA", VA,Montgomery County,0.266126
"Hampshire County, MA", MA,Hampshire County,0.26591
"Hancock County, MS", MS,Hancock County,0.265681
"York County, PA", PA,York County,0.265591
"Oconee County, SC", SC,Oconee County,0.26541
"Frederick County, VA", VA,Frederick County,0.264651
"Ocean County, NJ", NJ,Ocean County,0.264588
"Berkeley County, WV", WV,Berkeley County,0.264588
"Pope County, AR", AR,Pope County,0.264304
"Lebanon County, PA", PA,Lebanon County,0.264284
"Lake County, MI", MI,Lake County,0.264193
"Oconee County, GA", GA,Oconee County,0.264178
"Lincoln County, NC", NC,Lincoln County,0.263906
"Claiborne County, MS", MS,Claiborne County,0.263893
"Jackson County, MI", MI,Jackson County,0.263773
"Roger Mills County, OK", OK,Roger Mills County,0.263727
"Lincoln County, NV", NV,Lincoln County,0.263549
"Yadkin County, NC", NC,Yadkin County,0.263472
"Jasper County, MO", MO,Jasper County,0.263403
"Reno County, KS", KS,Reno County,0.263159
"Pawnee County, KS", KS,Pawnee County,0.262534
"Madison County, VA", VA,Madison County,0.262304
"Cheyenne County, CO", CO,Cheyenne County,0.262285
"Brule County, SD", SD,Brule County,0.262171
"Jefferson County, IA", IA,Jefferson County,0.261725
"La Salle County, TX", TX,La Salle County,0.261648
"Fayette County, AL", AL,Fayette County,0.261504
"Giles County, TN", TN,Giles County,0.261093
"Summit County, UT", UT,Summit County,0.260788
"Gloucester County, VA", VA,Gloucester County,0.260291
"Duchesne County, UT", UT,Duchesne County,0.260286
"Sandusky County, OH", OH,Sandusky County,0.260232
"Simpson County, KY", KY,Simpson County,0.260188
"Whiteside County, IL", IL,Whiteside County,0.260087
"Washington County, UT", UT,Washington County,0.260024
"Bristol County, MA", MA,Bristol County,0.26
"Fremont County, ID", ID,Fremont County,0.259801
"Bannock County, ID", ID,Bannock County,0.25951
"Bayfield County, WI", WI,Bayfield County,0.25931
"Chaffee County, CO", CO,Chaffee County,0.259286
"Lawrence County, IL", IL,Lawrence County,0.25927
"Trousdale County, TN", TN,Trousdale County,0.258959
"Fall River County, SD", SD,Fall River County,0.25854
"Tillamook County, OR", OR,Tillamook County,0.258441
"Major County, OK", OK,Major County,0.257917
"Dixie County, FL", FL,Dixie County,0.257861
"Bucks County, PA", PA,Bucks County,0.257856
"Ramsey County, ND", ND,Ramsey County,0.257729
"Crawford County, AR", AR,Crawford County,0.257511
"Ward County, ND", ND,Ward County,0.257119
"Valley County, MT", MT,Valley County,0.256978
"Ada County, ID", ID,Ada County,0.256622
"Grant County, IN", IN,Grant County,0.256443
"Williamson County, TN", TN,Williamson County,0.256363
"Pettis County, MO", MO,Pettis County,0.255723
"Prairie County, AR", AR,Prairie County,0.255583
"Spokane County, WA", WA,Spokane County,0.255336
"Erie County, PA", PA,Erie County,0.254506
"Lake County, OR", OR,Lake County,0.254379
"Dimmit County, TX", TX,Dimmit County,0.25437
"Wapello County, IA", IA,Wapello County,0.253317
"Jefferson County, MS", MS,Jefferson County,0.253304
"Madison County, IN", IN,Madison County,0.253268
"Todd County, KY", KY,Todd County,0.253121
"Nevada County, CA", CA,Nevada County,0.252753
"Cape May County, NJ", NJ,Cape May County,0.252559
"Luzerne County, PA", PA,Luzerne County,0.252392
"Clearwater County, MN", MN,Clearwater County,0.252221
"Lamar County, AL", AL,Lamar County,0.252158
"Vigo County, IN", IN,Vigo County,0.252152
"Sumner County, TN", TN,Sumner County,0.251719
"Cascade County, MT", MT,Cascade County,0.251685
"Warren County, IL", IL,Warren County,0.251369
"Woodford County, KY", KY,Woodford County,0.251051
"Hood County, TX", TX,Hood County,0.250934
"Chester County, TN", TN,Chester County,0.250819
"Madison County, IL", IL,Madison County,0.250803
"Coos County, OR", OR,Coos County,0.25072
"Story County, IA", IA,Story County,0.250718
"Sheboygan County, WI", WI,Sheboygan County,0.250708
"Denali Borough, AK", AK,Denali Borough,0.250378
"Walworth County, WI", WI,Walworth County,0.249824
"Salem city, VA", VA,Salem city,0.249792
"Marshall County, TN", TN,Marshall County,0.24973
"Randolph County, IL", IL,Randolph County,0.249495
"Beaver County, UT", UT,Beaver County,0.248834
"Johnson County, MO", MO,Johnson County,0.248716
"Pike County, GA", GA,Pike County,0.248532
"Howard County, IN", IN,Howard County,0.248465
"Walsh County, ND", ND,Walsh County,0.24821
"Perry County, IL", IL,Perry County,0.24799
"Vilas County, WI", WI,Vilas County,0.247636
"St. Clair County, AL", AL,St. Clair County,0.247528
"Isabella County, MI", MI,Isabella County,0.247361
"Rains County, TX", TX,Rains County,0.247261
"Clark County, KS", KS,Clark County,0.24696
"Lewis County, ID", ID,Lewis County,0.246793
"Cook County, MN", MN,Cook County,0.246577
"Carteret County, NC", NC,Carteret County,0.245625
"Ellsworth County, KS", KS,Ellsworth County,0.245588
"Cecil County, MD", MD,Cecil County,0.245427
"Linn County, OR", OR,Linn County,0.24542
"Schoolcraft County, MI", MI,Schoolcraft County,0.245399
"Chase County, NE", NE,Chase County,0.245393
"Sanpete County, UT", UT,Sanpete County,0.245303
"Greene County, NY", NY,Greene County,0.244716
"Tolland County, CT", CT,Tolland County,0.244665
"Skagway Municipality, AK", AK,Skagway Municipality,0.244653
"Dodge County, NE", NE,Dodge County,0.244645
"Grand Forks County, ND", ND,Grand Forks County,0.244252
"Clatsop County, OR", OR,Clatsop County,0.244208
"Throckmorton County, TX", TX,Throckmorton County,0.24417
"Sierra County, CA", CA,Sierra County,0.24407
"Pickens County, SC", SC,Pickens County,0.243706
"Clarke County, IA", IA,Clarke County,0.243451
"Warren County, TN", TN,Warren County,0.243245
"Shackelford County, TX", TX,Shackelford County,0.243114
"Boyle County, KY", KY,Boyle County,0.242834
"Mathews County, VA", VA,Mathews County,0.242813
"Hillsborough County, NH", NH,Hillsborough County,0.242641
"Richland County, OH", OH,Richland County,0.242608
"Iron County, UT", UT,Iron County,0.242373
"Norton city, VA", VA,Norton city,0.242338
"Hamilton County, TX", TX,Hamilton County,0.242211
"Wilson County, TN", TN,Wilson County,0.242084
